company,url,title,content
매일경제,https://n.news.naver.com/mnews/article/009/0005404209?sid=103,서인영 “현재 이혼 소송 중”...2차례 파경설 끝 인정,"




 서인영. 사진|뉴스1가수 서인영(40) 측이 현재 이혼 소송을 진행 중이라며 파경을 인정했다.서인영 소속사 SW엔터테인먼트는 28일 매일경제 스타투데이에 “서인영이 현재 이혼 소송을 진행 중”이라며 “아직 소송이 마무리되지 않아 결과가 나온 것은 없다”고 밝혔다.서인영은 지난해 2월 비연예인 사업가와 결혼했으나 같은해 9월과 올해 3월 두 차례 이혼설이 불거졌다.지난해 파경설 당시 서인영은 “남편과 이혼할 생각이 없다”고 밝혔으나 올해 이혼설에는 입장을 내지 않았다. 첫 이혼설 1년 여가 지나 서인영은 파경을 공식 인정했다.서인영은 지난 2002년 걸그룹 쥬얼리에 합류하며 데뷔했다. ‘원 모어 타임(One More Time)’으로 큰 인기를 얻었으며 솔직하고 털털한 성격으로 MBC ‘우리 결혼했어요’ 등 예능에서도 주목받았다. 솔로로 나서 ‘신데렐라’, ‘못된 여자’ 등을 히트시켰다.서인영은 내년 1월 작곡가 윤일상의 곡으로 컴백할 예정이다.
"
뉴시스,https://n.news.naver.com/mnews/article/003/0012928061?sid=102,2024 충북경제인 한마음대회…지속 가능 충북경제 다짐,"




[청주=뉴시스] 이도근 기자 = 충북도는 27일 그랜드플라자 청주호텔에서 '2024 충북 경제인 한마음대회'를 열었다.김영환 지사와 차태환 충북상공회의소협의회장, 이양섭 도의회 의장을 비롯해 도내 주요 경제단체와 기업인 150여명이 참석했다.이날 지역경제 활성화에 기여한 공로로 전태영 에버코스 대표, 노동영 시즈너 대표, 유재훈 다이아덴트 대표, 김재용 정식품 전무 등 4명이 도지사 표창을 받았다. 이어 조영준 대한상공회의소 지속가능경영원장은 '지속가능한 환경·사회·생활·협력'을 주제로 특강했다.참석자들은 지속 가능한 지역경제 실현과 사회적 가치 창출 공감대 형성을 다짐하는 피켓 퍼포먼스를 펼치기도 했다.김 지사는 ""대외경제 불확실성이 지속되는 가운데 충북경제는 경제인들의 노력 덕분에 눈부신 성과를 이룰 수 있었다""며 ""도 또한 적극행정을 통해 경제인 지원에 앞장서겠다""고 말했다．
"
연합뉴스,https://n.news.naver.com/mnews/article/001/0015072427?sid=102,완주군청서 29∼30일 경제박람회…판매·먹거리·공연,"




 전북 완주군청 청사 [완주군 제공. 재판매 및 DB 금지]    (완주=연합뉴스) 최영수 기자 = 전북 완주군 경제센터는 오는 29∼30일 군청 광장에서 제1회 완주경제박람회를 개최한다고 28일 밝혔다.    행사는 'BUY! 완주!'를 구호로 농특산물 판매와 함께 지역의 공산품, 서비스업 등을 망라해 선보이는 자리다.    경제센터는 문화·교육·서비스업 부스, 의식주 부스, 소상공인 부스, 중소기업 부스를 운영한다.    벼룩시장, 지역 예술인 및 단체 공연, 기업 홍보, 캠핑, 음식 체험 등도 마련한다.    유희태 군수는 ""경제박람회가 완주의 좋은 상품, 생활, 삶, 의식주를 안내하는 기회가 될 것""이라고 말했다.    kan@yna.co.kr
"
헤럴드경제,https://n.news.naver.com/mnews/article/016/0002395101?sid=104,트럼프 2기에 근심 커진 ‘부국’ 아일랜드,"
美 법인세 인하로 다국적사 이전 가능성막대한 대미흑자로 통상분쟁 시달릴 수도



아일랜드 투표장 앞 유권자들. [AFP 연합뉴스]유로존의 경제강국 아일랜드가 미국의 트럼프 2기 행정부 출범을 앞두고 바짝 긴장하고 있다. 통상문제와 법인세 인하 2가지 때문이다.단순히 1인당 GDP(국내총생산)로만 따지면 아일랜드는 2022년 기준 약 11만달러 수준으로, 세계 3위권이다. 매년 막대한 재정 흑자도 기록하고 있다. 영국 파이낸셜타임즈(FT)에 따르면, 2022년부터 매년 80억유로 이상의 흑자를 낸다. 올해도 마찬가지다.이처럼 넉넉한 재정수입은 법인세 세수에 크게 의존한다. 거의 절반이 법인세에서 나온다.아일랜드의 법인세율은 이원화돼 있다. 다국적 기업 15%, 자국 기업과 연매출 약 1조원 미만인 다국적 기업에는 12.5%를 부과한다.현재 미국의 법인세율은 21%로, 아일랜드보다 6%포인트 높다. 트럼프 당선인이 6%포인트 인하를 약속한 만큼 이를 이행하면 양국 세율은 같아지거나 차이가 확 줄어들게 된다.아일랜드는 이처럼 낮은 법인세율에 힘입어 미국 MS 등 미국 IT대기업과 화이자 등 제약기업의 본사를 대거 유치했으며, 이들로부터 막대한 법인세 수입을 얻고 있다. 이들이 본사를 미국으로 되돌릴 경우 아일랜드가 입을 타격은 클 수밖에 없다.이와 함께 트럼프발 통상전쟁 가능성에 대한 우려도 크다.트럼프 당선인은 수입품에 대한 고율 관세를 예고해 왔다. 아일랜드는 미국에 대한 수출의존도가 높을 뿐 아니라 막대한 무역 흑자를 내고 있다.아일랜드 통계청에 따르면, 지난해 기준 아일랜드의 대미 수출 540억유로(80조원) 중 유기화학·의약품 수출이 360억유로(53조원)로 3분의 2를 차지했다. 미국으로부터 수입은 230억유로(34조원)로 대미 흑자가 310억유로(46조원)에 달한다.올해 1∼8월 대미 수출은 455억유로(67조원)로 전년 동기보다 24% 늘었다. 8월엔 특히 대미 수출이 대EU 수출을 앞질렀다.트럼프 2기의 상무장관 내정자 하워드 러트닉은 지난달 “아일랜드가 우리 비용으로 무역 흑자를 기록한다는 건 터무니 없다. 이 넌센스를 끝낼 때 미국은 진짜 위대한 나라가 될 것”이라 했다.국제유럽문제연구소의 경제학자 댄 오브라이언은 최근 영국 스카이뉴스에 “아일랜드 경제가 미국에 얼마나 의존하는 지는 두말할 나위 없다. 세계에서 가장 큰 권력을 가진 사람의 말을 들어보면, 이는 명백하고 현존하는 위험”이라고 강조했다.
"
프레시안,https://n.news.naver.com/mnews/article/002/0002361859?sid=102,이순덕 완주군의원 “폐지수거 어르신 일자리 전환 경제적 안정 도모를”,"
“완주군 새마을부녀회 처우개선 법적 지원 근거 마련” 촉구전북특별자치도 완주군의회 이순덕 운영위원장은 29일 폐지수거 어르신들의 경제적 안정 도모를 위해서 일자리 전환정책의 필요성을 강조했다. 이날 제289회 완주군의회 제2차 정례회 제1차 본회의에서 이순덕 의원은 “완주군내에서 (박스)폐지를 수거하며 생계를 이어가는 어르신들이 약 130명에 이를 것으로 추산된다”며 “이처럼 활동중인 어르신을 노인일자리사업으로 전환하면 어르신들이 안정적이고 정기적인 소득을 확보할 수 있을 것”이라고 제안했다. 그는 ""폐지 수거를 노인일자리사업으로 전환하면 일정한 수당 지급을 통해 어르신들의 경제적 안정을 도모할 수 있다""며 ""활동 효율성과 안전성을 높이기 위해 수레 지원 가능성도 적극 검토해야 한다""고 덧붙였다.



▲ⓒ이순덕 운영위원장이와 함께, 이 의원은 지역의 궂은 일을 도맡아 하고 있는 새마을부녀회의 처우 개선 문제도 지적했다. 새마을부녀회는 각 읍면 및 군 행사에서 자발적으로 다양한 봉사활동을 펼치고 있으나, 법적 근거 부족으로 인해 관심과 지원이 미흡한 실정이다. 이 의원은 지난 2월 열린 제281회 군의회 임시회 제2차 본회의 5분 발언을 통해 ""새마을부녀회 지원책 마련을 촉구한 바 있으며, 단체보험 가입과 역량 강화 교육 등 사기진작 방안을 추진하고 있지만, 여전히 실비보상과 구체적인 지원책 마련이 필요하다""고 강조하며 적극적인 개선방안을 검토할 것을 요구했다. 특히, 완주군 행사에서 음식부스 운영 시 새마을부녀회 자원봉사자들에게 앞치마를 지원하고, 읍·면 김장나눔 행사에서 자부담 비용에 대한 간접적인 지원이 이뤄진 사례를 소개하면서 ""이러한 노력이 꾸준히 확대돼야 한다""고 강조했다. 이순덕 의원은 “자발적으로 봉사활동에 나서는 새마을부녀회의 수당이 월 8만원에 불과하다”며 “처우개선을 위해 법적 근거 마련이 필요하지만 그에 앞서 봉사활동 시 간접지원 등 실행 가능한 방안을 적극 모색하고 있다”고 말했다. 이어 “앞으로도 다양한 근거를 발굴해 실질적인 지원책을 마련하겠다”고 덧붙였다.
"
이데일리,https://n.news.naver.com/mnews/article/018/0005894596?sid=102,"결혼 후 경제권 빼앗고 ""용돈 30만원""...전재산 빼앗긴 남성","
아내에게 전 재산 탈취당한 남성 ""임신하자 중절 후 사라져""""수소문하니 전남편·전남친 피해자 3명 더 있었다""[이데일리 김혜선 기자] 교제한 지 한 달만에 결혼을 제안하고, 결혼 후 모든 경제권을 쥔 아내가 모든 재산을 빼돌리고 잠적했다는 사연이 공개됐다.



(사진=JTBC 유튜브 캡처)27일 JTBC ‘사건반장’은 결혼한 아내에게 전 재산을 빼앗긴 20대 남성 A씨의 사연이 보도됐다. A씨는 자신 외에 추가 피해자가 3명 더 있지만 수사기관에서는 ‘사기’ 피해로 보기 애매하다며 수사에 진척이 없다고 호소했다.A씨에 따르면, 그는 지난해 7월 지인 소개로 만난 아내 B씨와 결혼식을 올렸다. 당시 B씨는 만난 지 2주 만에 “결혼 전제로 만나고 있는 것이냐”고 묻고, 한 달만에 동거를 제안하고 결혼을 보챘다고 한다. 또 B씨는 결혼 전부터 아버지 소송 비용으로 1700만원을 A씨에게 빌려갔다.이후 B씨는 결혼식을 여유롭게 치르고 싶다며 A씨에게 1000만원 대출을 강요했다. 그런데 실제 결혼식에는 자신의 부모가 어렸을 적 이혼했다며 부모님을 부르지 않았고, B씨의 지인은 단 3명이 하객으로 왔다. 그러고서도 B씨는 결혼식 축의금을 모두 가져갔다고 한다. 그러면서도 정작 혼인 신고는 차일피일 미뤘다.이후 B씨의 경제권 장악이 이뤄졌다. B씨는 A씨에 “앞으로 월급은 내가 관리하고 30만원씩 용돈을 주겠다”고 했고, B씨는 은행 계좌와 공인 인증서가 설치된 휴대전화를 아내에게 주고 새 휴대전화를 개통했다.그런데 B씨는 임신 이후 태도가 돌변했다. A씨는 “임신이 된 후 싸움이 일어나기 시작했다. (아내가) ‘나는 애 못 키우겠다. 애를 지우겠다’고 했다”며 “애를 지우지 말자고 했는데 결국 애를 지웠다. 그러고 나서 헤어지게 됐다”고 말했다.정신이 번쩍 든 A씨는 계좌를 확인해 보라는 친구들의 조언에 자신의 계좌를 확인했다. A씨는 “모아둔 돈이 한 푼도 없었다. (아내가) 은행에서 대출을 다 당겨서 쓴 것 같더라”고 했다. A씨의 월급 통장은 B씨가 가상 계좌로 계속 돈을 송금한 내역이 찍혀 있었고, B씨 명의로 몰래 직장인 대출까지 받은 내역도 있었다고 한다. 이렇게 빼앗긴 돈은 대출과 축의금, 월급 등 약 7700만원에 달했다.그런데 A씨 외에 피해자가 더 있었다. A씨가 주변을 수소문한 결과, B씨는 20대 시절 혼인신고를 한 전남편이 있었고, 그 전에도 교제하던 남자친구가 2명 더 있었던 것이다. 전남편은 JTBC에 “저부터 시작된 것 같다. 버는 것은 다 갖다 바쳤고 가스라이팅을 해 사람을 미치게 만들었고 그런게 싫어서 계속 갖다 바쳤다”고 했고, 전전 남친은 “제가 혼인을 원했는데 돈을 빌려주고 나니 대놓고 바람을 피웠다”고 했다. 전남편은 약 700만원, 전전 남친은 1100만원, 전남친은 2000만원 피해를 입었다.결국 A씨는 B씨를 사기 혐의로 고소했지만 경찰은 A씨에 “사실혼 관계이고 스스로 경제권을 넘겨 준 것이므로 사기로 보기는 애매하다”고 말했다고 한다. A씨는 “애초에 여성이 재산을 착취하려는 목적으로 접근했기 때문에 사실혼이 아니다”라며 “추후 피해를 막기 위해서라도 처벌이 제대로 이뤄졌으면 한다”고 호소했다.
"
이데일리,https://n.news.naver.com/mnews/article/018/0005894813?sid=103,조선왕릉 역사경관림 경제적 가치는 779억 원,"
4년 간의 수목조사 통해 경제적·공익적 가치 확인



서울 의릉 전경(사진=국가유산청/이정근 작가)[이데일리 김현식 기자] 국가유산청 궁능유적본부(본부장 이재필)는 2021년부터 올해까지 실시한 ‘조선왕릉 역사경관림의 수목조사’를 통해 조선왕릉 역사경관림의 경제적 가치가 약 779억 원이라는 결과를 도출했다고 28일 밝혔다.궁능유적본부는 조선왕릉 28개소에서 자라고 있는 나무의 종류와 크기를 조사해 각 능별 나무의 부피를 계산했다. 그 결과 조선왕릉 28개소의 평균적인 나무 부피의 합(평균 임목축적)은 258㎥/ha로, 서울시 평균인 146.1㎥/ha의 1.7배인 것으로 나타났다. 이를 바탕으로 탄소저장량과 탄소흡수량을 산정한 결과 조선왕릉의 나무가 저장하고 있는 탄소의 양을 탄소배출권 거래 시 경제적 가치로 환산한 값은 약 238억 원, 온실가스 흡수와 저장, 생물다양성 보전, 대기질 개선 등의 공익적 가치로 환산한 값은 약 541억 원에 달한다고 궁능유적본부는 전했다.탄소배출권은 지구온난화를 유발하거나 가중시키는 온실가스(이산화탄소, 메탄 등)를 배출할 수 있는 권리를 뜻한다. 배출권을 할당받은 기업은 의무적으로 할당 범위 내에서 온실가스를 사용해야 하며 남거나 부족한 배출권은 시장에서 거래할 수 있다.공익적 가치는 온실가스 흡수·저장, 산림경관 제공, 토사유출 방지, 산림휴양, 수원함양, 산림정수, 산소생산, 생물다양성 보전, 토사붕괴방지, 대기질 개선, 산림치유, 열섬완화 등을 포괄하는 개념이다.조선왕릉에서 자라고 있는 나무의 탄소흡수량은 약 3만 톤이다. 국민 1인당 연간 이산화탄소 배출량이 13.1톤(2021년 기준)인 점을 고려하면 2272명이 1년간 배출하는 이산화탄소를 흡수해 주는 셈이라는 게 궁능유적본부의 설명이다.대부분이 경관림으로 구성되어 있는 조선왕릉은 조성 당시부터 엄격한 관리를 받으며 보존되어왔다. ‘조선왕조실록’에 따르면 왕릉 주변은 능역 부근의 입산과 벌목이 금지된 금산(禁山)으로 지정해 함부로 드나들거나 나무를 베는 것을 엄격히 막았다. 나무를 베어서 쓴 일이 발각되면 그 죄를 엄히 다스렸다. 궁능유적본부는 “내년부터는 4대 궁과 종묘에 대한 조사를 실시해 궁궐이 지닌 생태적 가치를 밝혀낼 계획”이라고 전했다.
"
부산일보,https://n.news.naver.com/mnews/article/082/0001300066?sid=101,경제 상황 심각… 시중에 돈 풀어 내수 시장 회복 급선무,"
한은, 기준금리 연속 인하 왜?올해 이어 내년 성장률도 저조 예상우리나라 저성장 국면 진입 예고불황 속도 지연 등 선제 조치 필요한·미 금리 역전 자본 이탈 부작용‘빚투’ 조장에 ‘영끌’ 부활 우려도



이창용 한국은행 총재가 28일 서울 중구 한국은행에서 열린 금융통화위원회에서 의사봉을 두드리고 있다. 연합뉴스한국은행이 시장의 예상을 깨고 두 차례 연속 기준금리를 인하했다. 내년에도 경기 불황이 전망되자, 시중에 돈을 풀어 내수 시장을 살리겠다는 선제적 조치다. 다만 한·미 금리차에 따른 강달러 현상과 빚내서 투자하는 이른바 ‘빚투’에 신호탄을 쐈다는 우려도 제기된다.28일 한은 금융통화위원회(이하 금통위)는 통화정책방향 회의를 열고 기준금리를 3.25%에서 3%로 0.25%P 인하했다. 당초 1400원을 넘나드는 고환율로 인해 금융투자협회가 집계한 채권전문가 100명 중 83명이 금리 동결을 전망했지만, 예상을 뒤엎고 2개월 연속 금리 인하를 결정했다.앞서 한은은 2021년 8월부터 기준금리를 3.5%로 동결을 유지한 이후 지난달 기준금리를 3.5%에서 3.25%로 0.25%P 인하했다. 38개월 만에 통화 긴축 기조에서 ‘피벗(통화 정책 전환)’을 단행한 것이다. 한은이 지난달에 이어 두 달 연속 금리를 낮춘 것은 2008년 글로벌 금융위기 이후 처음이다.이창용 한은 총재는 지난달 인하 당시만 해도 “금융통화위원 6명 중 5명이 3개월 뒤에도 기준금리를 3.25%로 유지해야 한다는 의견”이라며 통화 완화를 서두르지 않겠다는 입장을 보였다. 하지만 한은이 올해 마지막 기준금리에서 ‘깜짝 인하’를 결단한 배경은 현재 우리나라 경제를 심각하게 보고 있기 때문이다. 올해 3분기 경제성장률은 0.1%에 그쳤고, 한은 전망치인 0.5%도 크게 밑돌았다. 수출마저 0.4% 감소하자 시장에 충격을 안겼다.



결국 한은은 이날 수정 경제전망에서 올해 경제성장률 전망치를 다시 고쳐잡았다. 올해 경제성장률 전망치는 2.2%로 지난 8월 전망보다 0.2%P 낮췄다. 이는 정부의 기존 전망치인 2.6%를 비롯해 국제통화기금(IMF), 경제협력개발기구(OECD), 한국개발연구원(KDI)이 각각 제시한 2.5%보다 낮은 수준이다.내년 성장률도 1.9%로 하향 조정했다. 8월 전망치(2.1%)보다 0.2%P 내린 수치다. 1981년 이후 한국의 성장률이 2% 미만을 기록한 해는 △1998년 외환위기 -5.1% △2009년 글로벌 금융위기 0.8% △2020년 코로나 팬데믹 -0.7% △2023년 1.4% 등 네 번이었다. 그만큼 내년 우리나라 경제가 저성장 국면에 접어들 가능성이 있다는 점을 시사한다.이번 금리 인하는 내년에도 경기 부진이 전망되자 시중에 돈을 풀어 경기 하강 속도를 늦출 수 있다는 판단에 따른 것으로 해석된다. 금통위는 이날 통화정책방향 회의 의결문에서 “성장 하방 압력이 증대됨에 따라 기준금리를 추가 인하해 경기의 하방 위험을 완화하는 것이 적절하다고 판단했다”고 밝혔다.하지만 한은이 금리를 연속 낮추면 한·미 금리 역전 차에 따른 자본 이탈 우려로 인해 달러 강세를 야기할 수 있다. 원화 가치가 짓눌려 외국인 투자자들의 자금이 국내에 유입될 이점이 떨어지기 때문이다. 이번 금리 인하로 한·미 금리 격차는 1.5%P에서 1.75%P로 확대됐다. 상상인증권 최예찬 연구원은 “원·달러 환율이 금리 인하에 일시적으로 1410원대까지 튈 것”이라고 봤다.특히 한은의 두 차례 연속 금리 인하는 자칫 시장에 빚투를 조장하고 ‘영끌(영혼까지 끌어모아 주택 구입)’ 열기를 되살릴 것이란 우려가 나온다. ‘제로(0)’ 금리였던 코로나 팬데믹 당시처럼 집값을 끌어올려 금융 안정을 위협할 수 있다는 의미다. 금통위는 “향후 통화 정책은 금리 인하가 물가와 성장, 가계부채와 환율 등 금융 안정에 미치는 영향과 정책변수 간 상충관계를 점검하면서 인하 속도 등을 결정해 나갈 것”이라고 전했다.
"
연합뉴스,https://n.news.naver.com/mnews/article/001/0015074783?sid=104,"日경제단체, 자국 정부에 콘텐츠산업 육성 부처 신설 제안","
			(도쿄=연합뉴스) 경수현 특파원 = 일본의 대표 경제단체인 게이단렌(經團連·일본경제단체연합회)이 애니메이션, 게임 등 콘텐츠 산업 육성을 총괄할 부처로 '콘텐츠성' 신설을 제안했다고 아사히신문이 29일 보도했다.



도쿠라 마사카즈 게이단렌 회장  (서울=연합뉴스) 지난 10월 18일 서울 영등포구 FKI타워에서 열린 '제31회 한일재계회의'에서 모두발언을 하는 도쿠라 마사카즈 게이단렌 회장. 2024.10.18. ksm7976@yna.co.kr게이단렌은 일본 콘텐츠가 한국 등에 밀려 경쟁력을 잃을 수 있다는 위기감을 표시하고 ""콘텐츠 진흥을 최우선 과제로 자리매김해 대응할 것을 새 내각에 요구한다""고 밝혔다.    이어 현재 여러 부처에 걸쳐있는 콘텐츠 정책을 총괄할 사령탑으로 콘텐츠성을 신설해 정책과 예산을 일원화하고 관련 예산을 2천억엔(약 1조8천억원) 이상으로 현재보다 크게 늘릴 것을 제안했다.    앞서 게이단렌은 지난해에도 엔터테인먼트 콘텐츠를 일본 성장 산업으로 키워야 한다고 제안한 바 있다.    evan@yna.co.kr
"
헤럴드경제,https://n.news.naver.com/mnews/article/016/0002394752?sid=101,"신한은행, 폭설 피해 회복을 위한 금융지원 실시","
피해 중소기업 및 개인고객들에게 금융지원각 지역본부 별 재난·재해 기부금 제도 운영



서울 중구 신한은행 본사 전경.[신한은행 제공][헤럴드경제=김광우 기자] 신한은행은 역대급 폭설로 피해를 입은 중소기업 및 개인 고객들을 위해 금융지원 프로그램을 운영한다고 29일 밝혔다.신한은행은 먼저 이번 폭설 피해를 입은 중소기업 및 소상공인들의 긴급복구자금 마련을 돕기 위해 최대 5억원 범위 내 신규 여신을 지원하고, 최대 1.5%포인트 특별우대금리를 제공한다.아울러 피해기업의 대출만기 시 원금 일부상환 조건 없는 무내입 연기, 특별우대금리(1년간 최대 1.5%p), 분할상환 유예 등을 통해 금융비용 부담 완화를 지원한다. 피해기업의 대출이 연체되는 경우 연체 이자도 감면할 예정이다.폭설 피해가 확인된 개인고객에게는 DSR(총부채원리금상환비율) 조건 충족 시 1인당 최대 2000만원의 긴급 생활안정자금을 지원한다. 긴급 생활안정자금에 대해서는 최대 1.5%p 우대금리를 적용한다. 피해 고객의 대출 만기 시 무내입 연기, 원금상환 유예 등 종합적인 금융지원을 실시할 예정이다.또 신한은행은 각 지역본부를 중심으로 신속하게 피해 복구 활동을 지원할 수 있도록 마련한 ‘재난·재해 기부금 제도’를 활용해 폭설 피해를 입은 지역 주민들을 지원할 계획이다.금융지원 대상은 이번 폭설로 실질적인 피해가 확인돼 해당 지역 행정관청으로부터 ‘피해사실확인서’를 발급 받은 고객이다.신한은행 관계자는 “이번 폭설로 피해를 입은 분들께 깊은 위로의 마음을 전한다”며 “피해 지역의 모든 분들이 재난을 극복하고 무사히 일상으로 돌아갈 수 있도록 금융지원, 기부금 등 다양한 지원을 지속해 나가겠다”고 말했다.
"
